customer_id,synthetic_archetype,age,region,occupation,monthly_income,tenure_months,checking_balance,savings_balance,investment_balance,credit_card_limit,credit_utilization,loan_balance,delinquency_events_12m,has_credit_card,has_savings,has_investments,has_personal_loan,has_insurance,has_mortgage
CLI000494,Digital Multirrelacionado,42,Nordeste,Autônomo,8443.18,61,9404.81,11359.14,21243.39,11401.18,0.5792,0.0,0,1,1,0,0,1,0
CLI000495,Tradicional Essencial,56,Sudeste,Autônomo,4916.28,142,5379.89,5087.05,3655.84,5617.9,0.3188,11850.33,0,1,1,1,0,1,0
CLI000496,Crédito Intensivo,41,Nordeste,Assalariado,7610.31,62,2623.21,1813.01,0.0,9522.27,0.9796,52280.08,1,1,0,0,0,1,1
CLI000497,Crédito Intensivo,32,Nordeste,Servidor público,6289.37,61,2419.57,0.0,2978.5,5429.81,0.9523,53302.87,0,1,0,0,1,0,0
CLI000498,Tradicional Essencial,64,Sul,Autônomo,3503.81,105,4375.65,0.0,11309.56,1975.75,0.0539,1018.16,0,1,0,1,0,0,1
CLI000499,Digital Multirrelacionado,41,Sul,Autônomo,8880.72,65,10012.85,9389.93,23295.83,15685.59,0.4202,42812.35,0,1,1,1,1,0,1
CLI000500,Crédito Intensivo,37,Centro-Oeste,Assalariado,5944.77,94,4983.7,5933.83,4005.55,7307.79,0.7268,0.0,0,1,1,0,1,0,0
CLI000501,Tradicional Essencial,69,Nordeste,Aposentado,5447.23,38,4630.35,9482.12,1394.44,3547.88,0.2704,2010.93,0,1,1,0,1,1,0
CLI000502,Jovem em Ascensão,34,Sul,Autônomo,4858.27,12,7123.35,8657.87,14025.08,5930.69,0.0829,0.0,0,1,0,1,0,0,0
CLI000503,Jovem em Ascensão,27,Centro-Oeste,Assalariado,4584.36,18,6159.88,11139.75,10612.14,4833.84,0.23,15271.95,0,1,0,0,0,0,0
CLI000504,Crédito Intensivo,42,Sul,Assalariado,4507.14,67,1281.5,2512.77,633.42,14554.36,0.9074,65938.34,0,1,0,1,1,1,0
CLI000505,Crédito Intensivo,36,Nordeste,Assalariado,5085.5,123,1084.08,1602.68,1023.1,5760.35,0.8447,25228.42,0,1,1,0,1,1,1
CLI000506,Tradicional Essencial,50,Sudeste,Assalariado,3136.81,147,4566.64,,3911.51,4309.66,0.1959,8186.14,0,1,1,0,1,1,0
CLI000507,Digital Multirrelacionado,45,Nordeste,Autônomo,13569.97,126,5484.61,18265.46,17788.57,23885.12,0.3083,35641.42,1,1,1,1,0,1,1
CLI000508,Jovem em Ascensão,27,Sul,Assalariado,3599.48,19,4813.52,8637.8,8316.33,6119.39,0.314,3036.9,0,0,0,1,0,1,0
CLI000509,Crédito Intensivo,35,Sul,Assalariado,2757.35,68,0.0,4153.29,182.42,11854.52,0.9076,49213.16,0,1,0,0,1,0,0
CLI000510,Alta Renda Investidor,28,Sul,Assalariado,18289.29,99,9734.96,52039.41,398147.17,40399.31,0.2078,66420.87,0,1,1,1,0,1,0
CLI000511,Alta Renda Investidor,66,Sudeste,Assalariado,22906.58,112,7811.95,73274.13,329053.48,14113.61,0.374,29730.73,0,1,1,1,1,1,0
CLI000512,Jovem em Ascensão,31,Nordeste,Assalariado,7078.81,15,4642.43,6848.19,3739.52,13443.8,0.2305,10883.29,0,1,1,0,1,0,0
CLI000513,Alta Renda Investidor,45,Nordeste,Empresário,21817.51,148,17374.11,37178.05,343438.04,41196.08,0.3815,47177.83,0,1,1,1,0,1,0
CLI000514,Digital Multirrelacionado,32,Nordeste,Assalariado,8138.04,40,2229.03,4773.49,10941.15,13249.85,0.536,1535.73,0,1,1,1,0,1,0
CLI000515,Digital Multirrelacionado,28,Sudeste,Empresário,5359.19,38,13101.39,25843.31,16286.93,9689.16,0.4189,24023.7,2,1,1,1,0,1,0
CLI000516,Digital Multirrelacionado,25,Centro-Oeste,Autônomo,11204.69,82,7504.6,13327.38,46071.48,6813.02,0.2683,17424.97,0,1,1,0,1,0,0
CLI000517,Digital Multirrelacionado,32,Sudeste,Assalariado,11561.81,28,4523.67,6017.79,15868.13,17110.26,0.4366,30184.09,0,1,1,1,0,1,0
CLI000518,Tradicional Essencial,73,Norte,Aposentado,4774.69,37,7789.57,7940.79,1067.08,4122.38,0.4582,17694.86,0,1,1,0,1,1,0
CLI000519,Alta Renda Investidor,57,Sudeste,Assalariado,20202.11,29,10199.16,56234.12,86142.78,35357.59,0.1009,36493.32,0,1,1,1,0,1,0
CLI000520,Jovem em Ascensão,30,Nordeste,Assalariado,1823.89,12,3307.47,0.0,0.0,6784.7,0.4019,0.0,0,1,1,1,0,0,0
CLI000521,Jovem em Ascensão,28,Nordeste,Assalariado,4470.66,26,3737.47,11053.83,0.0,7893.61,0.1214,5081.6,0,1,0,1,0,0,0
CLI000522,Digital Multirrelacionado,25,Sudeste,Aposentado,4921.75,67,4338.92,25518.03,31628.41,19452.16,0.5089,14598.82,1,1,1,1,1,0,0
CLI000523,Digital Multirrelacionado,39,Sudeste,Assalariado,7104.16,43,6355.95,10189.55,853.44,12090.34,0.4654,33431.79,0,1,1,1,0,1,0
CLI000524,Tradicional Essencial,58,Sudeste,Aposentado,3430.71,223,1200.53,11577.9,2691.9,5749.44,0.3067,8628.81,1,0,1,1,0,0,0
CLI000525,Alta Renda Investidor,62,Centro-Oeste,Empresário,21244.64,174,3572.7,15828.54,291257.3,,0.2938,35591.02,0,0,1,1,0,1,0
CLI000526,Digital Multirrelacionado,30,Sul,Aposentado,5853.79,60,5764.4,30304.63,11546.34,21379.76,0.5826,25065.5,0,1,1,1,1,0,0
CLI000527,Jovem em Ascensão,27,Sul,Autônomo,3827.96,24,3459.36,4672.37,2230.91,8445.69,0.443,9728.18,0,1,1,0,0,0,0
CLI000528,Jovem em Ascensão,28,Centro-Oeste,Estudante,5436.78,42,101.88,217.61,3406.95,7000.72,0.4219,2078.89,0,1,1,1,0,0,0
CLI000529,Tradicional Essencial,62,Sul,Autônomo,2171.49,64,6458.25,10390.4,0.0,9894.54,0.5473,0.0,0,0,1,1,0,1,0
CLI000530,Digital Multirrelacionado,39,Sul,Assalariado,9615.92,39,4642.99,9083.42,27401.76,13129.44,0.1956,35593.28,0,1,1,0,0,1,1
CLI000531,Tradicional Essencial,78,Sudeste,Assalariado,4295.19,150,5216.97,9816.19,0.0,5159.59,0.4199,0.0,0,1,1,0,0,1,0
CLI000532,Tradicional Essencial,59,Norte,Assalariado,3651.06,129,0.0,14430.24,7032.9,7671.74,0.3434,18647.18,0,1,1,0,0,0,0
CLI000533,Crédito Intensivo,39,Nordeste,Assalariado,2836.13,84,0.0,2661.53,0.0,13395.06,0.7338,15091.33,0,1,0,0,1,0,0
CLI000534,Tradicional Essencial,63,Sudeste,Aposentado,4202.12,154,3642.46,1818.4,2003.24,6558.66,0.2693,0.0,0,1,0,0,0,1,0
CLI000535,Alta Renda Investidor,42,Sul,Assalariado,22064.32,193,32066.55,13171.43,287979.76,42964.88,0.3799,12878.44,0,1,1,1,0,1,0
CLI000536,Digital Multirrelacionado,35,Sudeste,Autônomo,12848.24,58,7590.9,14137.69,5779.98,13576.79,0.4839,31857.22,1,1,1,1,0,1,0
CLI000537,Crédito Intensivo,44,Sudeste,Aposentado,6300.3,49,273.48,7538.9,0.0,5894.45,0.8336,47907.47,0,1,1,0,1,0,1
CLI000538,Digital Multirrelacionado,49,Nordeste,Estudante,6812.6,45,6605.44,24187.9,1308.58,10400.9,0.2921,10426.86,0,1,1,0,0,0,0
CLI000539,Digital Multirrelacionado,41,Sudeste,Assalariado,9661.25,59,8050.34,12134.62,15792.02,20879.41,0.4791,21833.88,0,1,1,1,0,0,0
CLI000540,Jovem em Ascensão,24,Nordeste,Assalariado,7862.16,33,1876.31,8356.51,4131.56,4047.48,0.2855,11743.53,0,1,1,1,0,1,0
CLI000541,Jovem em Ascensão,27,Sudeste,Assalariado,4012.73,9,1343.9,6438.49,6340.72,2046.98,0.5564,8486.53,0,1,1,1,0,0,0
CLI000542,Crédito Intensivo,39,Sul,Empresário,3806.33,33,2465.8,4599.41,0.0,4582.56,0.5887,27354.93,2,1,1,0,1,0,0
CLI000543,Jovem em Ascensão,29,Sudeste,Assalariado,5294.24,35,3597.85,6431.77,12968.94,4149.58,0.3056,15494.36,0,1,1,0,1,0,0
CLI000544,Jovem em Ascensão,24,Nordeste,Assalariado,5427.89,37,2875.31,0.0,534.8,4164.76,0.4658,2433.27,0,1,1,0,1,0,0
CLI000545,Digital Multirrelacionado,23,Centro-Oeste,Estudante,5928.92,57,3019.91,16065.65,48513.53,19652.09,0.3759,3583.49,0,1,0,1,0,0,0
CLI000546,Crédito Intensivo,54,Sudeste,Autônomo,4459.17,95,3446.94,3699.05,0.0,6666.26,0.8207,43983.91,1,1,1,0,1,0,0
CLI000547,Crédito Intensivo,36,Sudeste,Aposentado,2070.08,4,1814.09,5472.3,4635.04,12876.42,0.8854,19097.49,0,1,1,0,1,0,1
CLI000548,Alta Renda Investidor,36,Nordeste,Empresário,14727.73,160,10514.21,64828.89,226785.93,35604.89,0.0619,0.0,0,1,1,1,0,1,1
CLI000549,Tradicional Essencial,75,Nordeste,Aposentado,2407.4,212,6323.65,16174.25,2302.42,4637.91,0.1395,0.0,1,1,1,1,0,0,0
CLI000550,Crédito Intensivo,38,Nordeste,Aposentado,5790.24,139,2362.2,4865.6,3770.83,12721.05,0.99,18186.83,1,1,0,0,1,0,0
CLI000551,Crédito Intensivo,24,Sul,Assalariado,4042.01,82,2265.33,3137.1,1600.16,11038.79,0.8927,31752.01,0,1,1,0,1,0,0
CLI000552,Digital Multirrelacionado,37,Sul,Autônomo,7006.55,66,1291.81,13704.62,36285.41,18458.83,0.1907,0.0,1,1,1,0,1,0,0
CLI000553,Digital Multirrelacionado,36,Sudeste,Assalariado,6818.2,28,5881.49,13726.56,23938.24,6302.57,0.3984,27180.24,0,1,1,1,0,1,0
CLI000554,Jovem em Ascensão,24,Sudeste,Assalariado,3781.82,4,2069.01,0.0,5841.87,9420.58,0.4871,5566.27,0,1,1,1,0,0,0
CLI000555,Alta Renda Investidor,49,Centro-Oeste,Empresário,25507.61,75,24861.16,33465.71,252269.37,30989.24,0.2257,26872.92,0,1,1,1,0,1,0
CLI000556,Digital Multirrelacionado,39,Nordeste,Assalariado,12313.17,68,6072.81,15118.23,17842.02,20288.38,0.4881,18241.23,1,1,0,1,0,0,0
CLI000557,Digital Multirrelacionado,34,Sudeste,Servidor público,8916.28,80,5434.82,12174.19,35306.44,13796.15,0.4307,32380.94,1,1,0,1,1,1,1
CLI000558,Crédito Intensivo,64,Nordeste,Empresário,6224.68,90,2847.42,1795.89,1615.81,13012.63,0.8797,57855.61,1,1,1,0,1,1,0
CLI000559,Tradicional Essencial,65,Sudeste,Autônomo,2568.35,145,7078.97,21879.7,2851.87,5885.45,0.38,0.0,0,0,1,0,0,1,0
CLI000560,Crédito Intensivo,62,Sudeste,Assalariado,4299.98,61,224.94,6820.87,1941.3,13716.96,0.7261,50547.58,0,1,0,0,1,1,0
CLI000561,Alta Renda Investidor,47,Sudeste,Empresário,17436.42,162,16959.25,33871.92,210438.32,55035.76,0.1641,42796.76,0,1,1,1,1,1,1
CLI000562,Digital Multirrelacionado,28,Sul,Assalariado,4933.21,70,7072.13,17364.29,385.39,13136.51,0.201,13062.29,0,1,1,1,0,1,0
CLI000563,Jovem em Ascensão,25,Nordeste,Autônomo,2551.12,10,4197.6,2447.97,2874.98,5536.62,0.5703,10855.55,0,1,0,1,0,0,0
CLI000564,Tradicional Essencial,60,Sul,Assalariado,1632.03,123,7574.62,0.0,1469.47,4296.94,0.5708,2083.53,0,0,1,1,0,0,0
CLI000565,Tradicional Essencial,47,Sul,Assalariado,3912.12,235,4125.54,9565.65,937.91,4464.88,0.3057,17015.46,0,1,1,0,0,0,0
CLI000566,Tradicional Essencial,59,Sudeste,Assalariado,4139.42,127,652.51,15184.31,5156.53,5930.5,0.2247,0.0,0,0,1,1,0,0,1
CLI000567,Tradicional Essencial,50,Nordeste,Servidor público,4221.46,258,5417.65,8070.92,0.0,8518.33,0.301,8269.69,0,0,1,1,0,0,0
CLI000568,Alta Renda Investidor,54,Sul,Empresário,24024.28,103,17116.84,27717.66,234254.37,35075.82,0.1444,35117.57,0,1,1,1,0,1,0
CLI000569,Digital Multirrelacionado,25,Sudeste,Servidor público,6635.68,99,0.0,1446.25,0.0,20307.62,0.294,11773.22,0,1,1,1,0,0,0
CLI000570,Crédito Intensivo,38,Sudeste,Assalariado,6486.43,53,3061.33,2125.65,4467.84,17822.94,0.6897,58928.66,0,1,1,0,1,1,0
CLI000571,Digital Multirrelacionado,28,Sudeste,Servidor público,7277.22,77,2177.54,15477.62,44883.61,13779.38,0.2389,30999.27,0,1,1,1,1,1,0
CLI000572,Jovem em Ascensão,23,Sudeste,Assalariado,4658.88,28,3700.01,6576.73,6631.14,7752.62,0.4821,418.72,0,0,1,0,1,0,0
CLI000573,Crédito Intensivo,39,Nordeste,Autônomo,4898.14,79,2035.02,7045.44,2807.7,17373.0,0.8887,65885.55,0,1,1,0,0,0,1
CLI000574,Tradicional Essencial,47,Sul,Assalariado,3316.35,93,3161.35,14003.33,5584.99,4146.18,0.0744,1668.14,0,0,1,0,0,1,0
CLI000575,Jovem em Ascensão,30,Sul,Assalariado,5129.33,6,0.0,10020.71,16378.25,6155.82,0.5967,18377.0,0,0,1,1,0,0,0
CLI000576,Crédito Intensivo,40,Sudeste,Autônomo,4706.9,92,3109.18,0.0,80.5,18137.31,0.8013,15155.3,0,1,1,1,1,1,0
CLI000577,Jovem em Ascensão,23,Sudeste,Autônomo,1719.21,43,3350.89,9429.56,1092.03,4824.83,0.4559,3615.07,1,1,1,0,1,0,0
CLI000578,Tradicional Essencial,45,Nordeste,Aposentado,2824.14,136,0.0,17120.45,3735.74,6455.83,0.3329,0.0,1,1,1,0,1,1,0
CLI000579,Jovem em Ascensão,31,Nordeste,Autônomo,5681.89,36,0.0,0.0,5209.82,500.0,0.4854,11237.66,0,0,1,0,0,0,0
CLI000580,Digital Multirrelacionado,30,Centro-Oeste,Assalariado,8970.72,51,7062.94,6032.55,4118.83,14771.9,0.2545,29809.28,0,1,1,1,0,0,0
CLI000581,Crédito Intensivo,33,Sudeste,Assalariado,5442.05,58,4530.99,0.0,470.11,6642.62,0.7885,32442.16,0,1,0,0,1,0,0
CLI000582,Crédito Intensivo,32,Sul,Assalariado,5508.83,77,1068.97,3575.64,0.0,12491.34,0.7576,39586.48,0,1,1,1,1,0,1
CLI000583,Alta Renda Investidor,35,Sul,Servidor público,22499.96,135,12624.9,58772.21,274347.53,46631.02,0.2188,11902.51,0,1,1,0,0,1,0
CLI000584,Crédito Intensivo,62,Sul,Aposentado,6159.37,95,0.0,3132.5,4521.24,11940.79,0.8017,27301.76,3,1,1,0,1,0,0
CLI000585,Jovem em Ascensão,31,Sul,Assalariado,3725.88,36,2284.37,10386.14,3023.54,6797.19,0.485,17598.29,0,1,1,0,0,0,0
CLI000586,Tradicional Essencial,69,Centro-Oeste,Autônomo,3082.54,156,1593.33,4354.61,0.0,2081.68,0.2914,7553.69,0,1,1,0,0,1,0
CLI000587,Digital Multirrelacionado,43,Sul,Assalariado,11645.88,72,8310.68,21016.6,46733.32,18093.35,0.2978,534.12,0,1,1,1,0,1,0
CLI000588,Digital Multirrelacionado,29,Sudeste,Empresário,11992.82,93,3225.15,14622.16,0.0,16161.12,0.0667,50524.74,0,1,1,1,1,1,0
CLI000589,Digital Multirrelacionado,18,Norte,Assalariado,6949.18,54,6132.98,1989.35,22278.37,15034.84,0.3493,23337.2,0,1,1,1,0,1,0
CLI000590,Alta Renda Investidor,37,Centro-Oeste,Assalariado,27561.76,134,12698.76,62826.5,224070.99,39551.09,0.1425,65984.15,0,1,1,1,0,0,1
CLI000591,Jovem em Ascensão,31,Sul,Assalariado,6066.15,33,3377.51,11300.56,7151.93,4861.91,0.5551,7856.86,0,1,1,0,0,0,0
CLI000592,Crédito Intensivo,45,Sul,Assalariado,5226.99,106,3103.12,0.0,1702.31,10042.34,0.8851,32077.32,1,1,0,0,1,1,0
CLI000593,Digital Multirrelacionado,29,Sudeste,Aposentado,7279.7,122,7935.14,17658.1,20316.0,13056.94,0.2945,16215.81,0,1,0,0,0,1,0
CLI000594,Tradicional Essencial,62,Norte,Autônomo,6482.58,107,0.0,14162.85,8325.21,2911.96,0.4193,18238.57,0,0,1,0,0,0,0
CLI000595,Alta Renda Investidor,29,Sudeste,Assalariado,15108.09,146,33752.1,96944.69,110814.12,26630.54,0.2916,71063.68,0,1,1,1,0,0,0
CLI000596,Digital Multirrelacionado,35,Sudeste,Assalariado,7479.57,42,5501.75,16564.14,39586.12,13334.56,0.2499,22370.53,0,1,1,1,1,1,0
CLI000597,Tradicional Essencial,70,Sudeste,Aposentado,3017.61,144,4559.81,7529.1,6854.59,4835.89,0.1841,27946.76,0,0,1,0,1,1,1
CLI000598,Tradicional Essencial,51,Sul,Aposentado,1962.63,163,3057.43,7901.8,3671.9,5014.24,0.2982,7740.65,0,0,1,0,0,1,1
CLI000599,Jovem em Ascensão,28,Nordeste,Assalariado,5674.08,16,2524.61,8553.62,9607.6,6606.31,0.3693,19173.66,0,0,0,1,1,1,0
CLI000600,Tradicional Essencial,48,Norte,Assalariado,2174.73,230,4792.37,3080.83,1987.8,4076.66,0.2846,11409.15,1,1,1,0,1,0,1
CLI000601,Crédito Intensivo,62,Nordeste,Assalariado,5480.04,104,4785.87,3374.63,4348.04,12277.9,0.601,38600.55,0,1,1,0,1,0,0
CLI000602,Tradicional Essencial,60,Centro-Oeste,Aposentado,2871.69,152,3640.79,0.0,0.0,5353.94,0.1626,1563.5,0,1,1,0,0,1,1
CLI000603,Jovem em Ascensão,25,Sul,Autônomo,5017.18,31,3805.98,8279.93,6864.03,7014.09,0.1158,12723.14,0,1,0,1,0,0,0
CLI000604,Tradicional Essencial,48,Sul,Autônomo,4264.76,215,0.0,15625.53,3079.69,7723.85,0.1529,8989.82,0,1,1,0,0,0,0
CLI000605,Jovem em Ascensão,28,Sudeste,Assalariado,3028.66,32,2725.44,5386.07,12186.44,12004.7,0.391,13169.76,0,1,1,0,0,0,0
CLI000606,Tradicional Essencial,61,Sudeste,Aposentado,4221.33,109,4218.05,9252.15,7175.27,2651.16,0.1492,15978.27,0,1,1,1,0,1,0
CLI000607,Jovem em Ascensão,23,Sudeste,Assalariado,3714.56,45,0.0,9714.1,14008.34,4643.97,0.7127,5076.05,0,1,1,0,0,0,0
CLI000608,Alta Renda Investidor,40,Norte,Empresário,26505.66,58,9597.01,76432.57,271144.34,26479.64,0.2264,28267.61,0,1,1,1,0,1,0
CLI000609,Tradicional Essencial,49,Centro-Oeste,Servidor público,4354.59,82,6074.77,25793.21,0.0,6379.26,0.1522,37585.67,0,1,0,0,1,0,0
CLI000610,Crédito Intensivo,43,Norte,Assalariado,3135.41,102,521.1,3966.61,2135.3,12662.34,0.94,31982.69,0,1,1,0,1,0,1
CLI000611,Crédito Intensivo,24,Nordeste,Aposentado,1869.6,84,897.68,378.26,754.39,14426.38,0.94,25820.17,0,1,1,0,1,0,0
CLI000612,Tradicional Essencial,57,Sudeste,Assalariado,2589.29,86,3385.47,9057.96,0.0,6449.16,0.165,2057.13,0,1,1,1,0,1,0
CLI000613,Jovem em Ascensão,21,Sul,Autônomo,1515.32,14,0.0,9103.14,5172.13,7878.4,0.4234,0.0,0,1,0,1,0,0,0
CLI000614,Jovem em Ascensão,29,Sudeste,Estudante,4068.44,17,3712.68,0.0,11879.45,9284.85,0.5439,0.0,0,1,1,1,0,0,0
CLI000615,Digital Multirrelacionado,26,Sudeste,Assalariado,11185.45,49,11546.43,15867.47,46972.05,14798.94,0.3734,26522.08,0,1,1,1,0,0,0
CLI000616,Tradicional Essencial,68,Nordeste,Aposentado,4079.69,195,10395.93,15969.6,98.21,6121.43,0.3421,23771.94,1,0,1,1,1,1,0
CLI000617,Tradicional Essencial,49,Sudeste,Assalariado,3808.97,153,4760.65,5985.52,9172.85,5726.97,0.1393,0.0,0,1,1,1,1,0,0
CLI000618,Digital Multirrelacionado,42,Sudeste,Servidor público,6705.52,29,8236.93,11508.12,0.0,15145.34,0.2908,0.0,0,1,0,1,0,1,0
CLI000619,Alta Renda Investidor,58,Sudeste,Empresário,27644.34,76,18480.52,31934.82,203714.44,27175.61,0.3806,35432.8,0,1,1,1,0,1,1
CLI000620,Alta Renda Investidor,49,Sul,Empresário,15347.26,166,24122.66,7993.77,159941.31,12234.99,0.2258,0.0,0,1,1,1,1,1,0
CLI000621,Tradicional Essencial,73,Sudeste,Aposentado,4082.84,282,4191.02,16000.8,,2205.21,0.4839,0.0,0,0,0,0,0,0,0
CLI000622,Crédito Intensivo,45,Sudeste,Aposentado,5218.32,26,0.0,2194.99,954.88,14451.3,0.8811,42649.56,0,1,0,0,1,0,0
CLI000623,Jovem em Ascensão,28,Sul,Autônomo,7755.34,39,5307.94,7947.79,3261.39,1016.2,0.6165,10621.62,0,1,1,0,1,0,0
CLI000624,Crédito Intensivo,34,Sudeste,Assalariado,6644.24,101,307.95,4608.61,1853.42,4566.2,0.9601,48825.58,2,1,0,1,1,0,0
CLI000625,Jovem em Ascensão,27,Sul,Assalariado,5525.93,1,4534.02,1262.17,14794.01,9669.43,0.4236,10174.88,0,0,1,0,1,0,0
CLI000626,Crédito Intensivo,51,Nordeste,Assalariado,5481.12,22,2957.08,324.04,3121.84,13865.74,0.7665,20795.98,1,0,0,1,1,1,0
CLI000627,Tradicional Essencial,59,Sudeste,Autônomo,5808.96,138,1611.53,0.0,721.92,2808.95,0.5714,12832.26,0,1,1,0,0,0,0
CLI000628,Alta Renda Investidor,62,Centro-Oeste,Assalariado,13837.53,122,9117.61,40350.93,219537.36,47203.11,0.2993,106878.53,0,1,1,1,0,1,1
CLI000629,Crédito Intensivo,28,Norte,Empresário,4531.45,76,1751.27,1771.26,0.0,9381.72,0.8471,73209.98,0,1,1,0,1,0,1
CLI000630,Jovem em Ascensão,22,Nordeste,Autônomo,6082.8,32,3296.85,8886.13,1103.96,9722.99,0.4427,0.0,0,1,1,1,0,0,0
CLI000631,Jovem em Ascensão,27,Sudeste,Autônomo,2205.22,12,2201.15,3138.06,7062.47,10015.21,0.2137,0.0,1,1,1,0,0,1,0
CLI000632,Jovem em Ascensão,25,Nordeste,Assalariado,7160.62,41,778.73,9755.16,0.0,6935.04,0.565,0.0,0,1,1,0,0,0,0
CLI000633,Alta Renda Investidor,42,Norte,Assalariado,17806.16,7,26130.73,20502.05,89396.3,37754.63,0.3206,12386.91,0,1,1,1,0,0,0
CLI000634,Digital Multirrelacionado,49,Nordeste,Servidor público,11697.33,68,6515.6,5778.33,35768.99,9299.3,0.2834,29488.42,0,1,1,0,1,0,0
CLI000635,Alta Renda Investidor,39,Sul,Assalariado,22276.23,161,11524.32,64889.64,81690.34,28122.64,0.2124,0.0,0,1,1,1,0,1,0
CLI000636,Alta Renda Investidor,48,Sudeste,Assalariado,10958.25,52,29791.6,73145.63,213033.61,30931.44,0.01,0.0,0,0,1,1,0,1,0
CLI000637,Tradicional Essencial,70,Nordeste,Aposentado,4847.49,129,6034.65,9245.15,2962.66,5729.39,0.01,0.0,0,0,1,1,1,0,0
CLI000638,Tradicional Essencial,49,Nordeste,Autônomo,3598.68,168,4874.35,9691.55,434.95,4802.21,0.174,0.0,0,1,1,1,0,1,0
CLI000639,Tradicional Essencial,66,Sul,Aposentado,3529.59,73,1477.28,12904.0,6768.24,989.17,0.1316,11990.41,1,0,1,0,0,1,1
CLI000640,Jovem em Ascensão,25,Sudeste,Estudante,5337.32,31,5025.13,6161.3,12520.25,4983.38,0.4483,2653.33,0,1,1,0,0,0,0
CLI000641,Tradicional Essencial,47,Sul,Empresário,3481.7,190,1964.09,7998.55,3316.09,4861.45,0.0351,0.0,0,1,1,1,0,1,0
CLI000642,Jovem em Ascensão,30,Nordeste,Assalariado,4614.01,47,5038.0,1709.31,6768.62,2931.76,0.7035,8293.85,1,1,1,0,1,0,0
CLI000643,Alta Renda Investidor,30,Sudeste,Assalariado,35505.52,213,16810.14,21061.08,172535.6,41655.41,0.0424,43639.5,0,1,1,1,0,1,1
CLI000644,Digital Multirrelacionado,49,Sudeste,Assalariado,9918.37,64,6255.61,12853.36,26680.3,19033.77,0.4467,14153.97,0,1,1,0,0,0,0
CLI000645,Tradicional Essencial,53,Sudeste,Aposentado,4239.52,139,5756.25,14460.87,0.0,8646.22,0.2084,26700.2,0,1,1,0,0,0,0
CLI000646,Jovem em Ascensão,28,Sudeste,Assalariado,4321.57,18,5022.49,197.06,2472.16,8966.12,0.2629,20702.78,0,1,1,0,0,1,0
CLI000647,Alta Renda Investidor,54,Sudeste,Servidor público,25798.39,118,16579.21,77759.74,211057.24,28788.56,0.213,20896.25,0,1,1,1,0,0,0
CLI000648,Crédito Intensivo,36,Centro-Oeste,Estudante,7761.14,85,3965.82,835.48,611.46,10268.72,0.9606,23170.68,0,1,0,0,1,0,0
CLI000649,Tradicional Essencial,60,Sudeste,Autônomo,4832.79,264,6138.75,2021.82,0.0,4945.22,0.3764,12892.64,1,1,1,0,0,1,1
CLI000650,Alta Renda Investidor,44,Sudeste,Empresário,14766.62,92,11544.4,16799.49,169309.72,23947.71,0.2987,42024.0,0,1,1,1,1,1,0
CLI000651,Crédito Intensivo,59,Sudeste,Assalariado,6183.72,120,3364.22,835.12,4716.73,1281.33,0.99,12554.2,1,1,1,0,1,0,1
CLI000652,Jovem em Ascensão,31,Sul,Autônomo,4106.95,20,3417.74,4777.26,0.0,6288.22,0.5805,11315.92,1,1,1,1,0,0,0
CLI000653,Tradicional Essencial,64,Sudeste,Aposentado,4445.33,116,1993.62,8765.79,0.0,5095.99,0.5609,19468.97,1,0,1,1,0,1,1
CLI000654,Digital Multirrelacionado,29,Sudeste,Assalariado,14328.01,33,8107.59,3473.64,24187.43,20009.13,0.4341,11243.33,0,1,0,1,0,1,1
CLI000655,Jovem em Ascensão,21,Sudeste,Assalariado,3341.71,22,3669.69,2893.66,10789.72,10245.69,0.6186,7761.0,1,1,0,1,0,1,0
CLI000656,Digital Multirrelacionado,28,Centro-Oeste,Autônomo,10626.83,76,8387.12,25716.3,3532.32,13177.7,0.113,25940.38,1,1,1,1,0,0,1
CLI000657,Jovem em Ascensão,32,Centro-Oeste,Autônomo,3521.68,34,1546.03,13901.34,4388.68,6190.38,0.6756,1455.47,0,1,1,1,0,0,0
CLI000658,Digital Multirrelacionado,29,Sul,Assalariado,14394.24,19,7199.49,10661.66,26619.61,13651.17,0.3296,30998.56,0,1,1,1,0,0,0
CLI000659,Tradicional Essencial,71,Sudeste,Aposentado,4543.15,172,4747.09,10893.7,173.47,2332.22,0.3125,0.0,0,1,1,0,0,0,0
CLI000660,Crédito Intensivo,37,Sudeste,Estudante,5789.05,59,3329.69,0.0,3508.57,12586.74,0.8995,59494.91,0,1,0,0,0,1,0
CLI000661,Digital Multirrelacionado,34,Sudeste,Autônomo,9819.36,86,5979.48,6200.73,16485.28,18665.47,0.4824,14953.22,1,1,0,1,0,1,1
CLI000662,Jovem em Ascensão,30,Sul,Assalariado,2683.39,26,9357.09,3532.86,7140.22,4814.64,0.6411,10824.1,1,1,0,1,0,0,0
CLI000663,Digital Multirrelacionado,45,Sudeste,Autônomo,11708.93,55,11157.57,19958.12,35755.79,13823.78,0.5521,16157.68,0,1,1,0,1,1,0
CLI000664,Alta Renda Investidor,56,Sudeste,Servidor público,30882.51,119,18921.96,15501.2,243295.76,34398.23,0.192,97003.93,0,1,1,1,0,1,0
CLI000665,Digital Multirrelacionado,42,Sul,Autônomo,5250.71,48,1239.01,376.66,0.0,16144.63,0.4637,26480.85,0,1,1,0,0,1,0
