customer_id,month,transaction_count,total_inflow,total_outflow,pix_count,card_spend,cash_withdrawals,app_logins,branch_visits,digital_transaction_share
CLI001333,2025-02-01,46,5162.87,6513.08,18,2130.64,1,29,1,0.7526
CLI001333,2025-03-01,48,6502.4,3956.31,16,1241.9,1,36,2,0.8125
CLI001333,2025-04-01,49,5178.58,5415.54,20,1646.39,1,19,2,0.8361
CLI001333,2025-05-01,46,6033.19,5636.96,21,1574.9,2,24,2,0.7131
CLI001333,2025-06-01,50,7161.54,6090.83,19,1430.92,2,21,2,0.8093
CLI001333,2025-07-01,47,4804.68,4836.8,20,1036.25,1,41,2,0.8537
CLI001333,2025-08-01,47,5511.75,4377.15,24,1396.63,1,25,1,0.8392
CLI001333,2025-09-01,48,7730.02,5411.85,30,1660.04,0,38,2,0.963
CLI001333,2025-10-01,50,6356.24,5972.19,18,1851.62,3,23,1,0.6207
CLI001333,2025-11-01,49,5757.49,5251.31,17,1217.87,2,33,1,0.6778
CLI001333,2025-12-01,52,6108.11,6180.51,28,1903.59,1,12,0,0.8781
CLI001334,2025-01-01,85,5903.73,3052.43,36,1368.84,2,42,0,0.8903
CLI001334,2025-02-01,84,5607.4,5427.29,39,1769.98,0,55,0,0.958
CLI001334,2025-03-01,86,4935.94,3941.89,49,1395.97,0,31,1,0.9788
CLI001334,2025-04-01,105,4315.37,5218.05,37,1665.57,2,48,0,0.8841
CLI001334,2025-05-01,92,6431.95,4108.72,43,1984.89,0,67,1,0.9417
CLI001334,2025-06-01,101,4209.93,4379.25,57,1518.49,0,29,0,1.0
CLI001334,2025-07-01,108,5782.71,5592.42,57,2651.29,0,54,0,1.0
CLI001334,2025-08-01,98,4065.93,4909.59,44,2240.88,1,24,0,0.93
CLI001334,2025-09-01,93,6705.88,3315.44,41,1545.62,1,27,1,0.933
CLI001334,2025-10-01,92,5711.44,3447.05,32,1285.17,3,54,0,0.8395
CLI001334,2025-11-01,100,5970.86,5615.32,42,2838.27,0,26,0,1.0
CLI001334,2025-12-01,118,6071.54,4264.02,74,1519.33,0,53,0,1.0
CLI001335,2025-01-01,71,7232.56,5277.23,35,1702.62,1,50,0,0.9138
CLI001335,2025-02-01,59,6966.64,3995.71,31,1110.57,0,70,0,1.0
CLI001335,2025-03-01,62,7935.19,4290.9,36,1550.16,0,34,0,0.9476
CLI001335,2025-04-01,74,6237.3,4765.76,39,1488.33,1,51,0,0.8902
CLI001335,2025-05-01,86,5948.52,6131.84,37,2221.26,0,57,0,0.9844
CLI001335,2025-06-01,87,5990.45,5766.43,33,1909.1,1,38,0,0.8926
CLI001335,2025-07-01,84,6933.49,6205.82,51,2269.95,0,53,0,0.9753
CLI001335,2025-08-01,87,6728.8,4632.59,46,1855.22,1,48,0,0.9365
CLI001335,2025-09-01,87,6748.86,4709.43,43,1795.22,1,45,1,0.9441
CLI001335,2025-10-01,87,7065.01,3618.31,37,1391.31,0,79,0,1.0
CLI001335,2025-11-01,74,8111.62,4329.34,32,1460.64,1,42,0,0.9114
CLI001335,2025-12-01,84,8139.19,4062.68,30,1196.3,1,54,0,0.9007
CLI001336,2025-01-01,49,6252.55,4667.88,25,1052.86,0,52,1,0.9166
CLI001336,2025-02-01,48,7370.86,4188.95,22,1286.94,0,73,0,0.9444
CLI001336,2025-03-01,42,5080.62,5455.47,22,1381.69,0,70,0,0.9922
CLI001336,2025-04-01,48,5254.91,3901.22,19,887.82,0,51,0,0.9177
CLI001336,2025-05-01,50,5545.38,4823.43,23,1503.18,0,43,0,0.97
CLI001336,2025-06-01,48,6120.25,4931.98,26,1771.52,0,46,0,0.9546
CLI001336,2025-07-01,38,5504.29,5065.31,21,1694.76,0,36,1,0.9245
CLI001336,2025-08-01,44,6190.19,4624.2,20,1489.32,1,52,0,0.8959
CLI001336,2025-09-01,54,5353.39,5465.16,31,1352.45,0,43,0,0.9792
CLI001336,2025-10-01,42,6744.54,3997.63,19,1146.49,0,49,0,0.9867
CLI001336,2025-11-01,50,4818.29,4355.04,20,1273.89,0,56,0,0.9824
CLI001336,2025-12-01,49,5379.98,5380.18,19,1760.46,1,30,0,0.8835
CLI001337,2025-01-01,61,11281.36,8116.55,33,2321.02,1,60,0,0.9381
CLI001337,2025-02-01,68,13189.91,11348.86,37,2723.29,0,52,0,1.0
CLI001337,2025-03-01,73,12386.69,8790.12,38,2310.85,0,48,0,0.936
CLI001337,2025-04-01,62,10492.9,11291.68,29,3431.63,0,46,0,0.9755
CLI001337,2025-05-01,70,12242.9,8592.19,37,1697.58,0,47,0,0.9681
CLI001337,2025-06-01,70,9283.58,9553.48,42,2019.33,0,51,0,0.981
CLI001337,2025-07-01,71,8806.97,8371.04,39,2423.17,0,55,0,0.9766
CLI001337,2025-08-01,67,12014.35,9766.4,34,2862.86,0,57,0,0.9539
CLI001337,2025-09-01,73,13875.27,7171.51,38,1453.51,0,51,0,0.9765
CLI001337,2025-10-01,79,9500.38,9258.71,30,2337.02,0,51,0,0.9611
CLI001337,2025-11-01,86,8108.84,9932.54,49,2557.06,1,46,0,0.9308
CLI001337,2025-12-01,73,10372.86,8433.02,38,2202.86,0,51,0,0.9229
CLI001338,2025-01-01,25,1050.51,966.29,4,96.51,4,10,3,0.2559
CLI001338,2025-02-01,22,1003.68,584.51,3,51.78,2,7,3,0.3462
CLI001338,2025-03-01,29,1085.69,765.87,2,79.63,5,9,5,0.1712
CLI001338,2025-04-01,26,1227.53,560.64,4,61.58,2,5,4,0.2323
CLI001338,2025-05-01,28,1296.58,876.05,5,93.95,3,1,4,0.3417
CLI001338,2025-06-01,26,1069.05,618.66,1,56.88,4,2,2,0.1143
CLI001338,2025-07-01,25,956.77,535.92,2,40.2,3,10,7,0.1249
CLI001338,2025-08-01,22,920.85,834.56,4,90.34,2,6,4,0.3437
CLI001338,2025-09-01,20,1045.96,681.35,2,54.01,2,1,3,0.1561
CLI001338,2025-10-01,19,1283.53,1001.71,3,98.16,3,11,5,0.2982
CLI001338,2025-11-01,25,920.02,779.02,6,59.95,1,2,3,0.502
CLI001338,2025-12-01,27,1033.09,1096.06,4,93.02,2,12,4,0.2571
CLI001339,2025-01-01,81,3090.68,1937.88,35,242.1,0,72,1,1.0
CLI001339,2025-02-01,62,2953.49,2302.53,31,358.87,1,28,1,0.855
CLI001339,2025-03-01,57,2794.51,2809.45,30,419.08,0,54,0,1.0
CLI001339,2025-04-01,69,2369.1,1789.2,29,236.7,2,50,0,0.8862
CLI001339,2025-05-01,71,2600.76,2359.67,33,446.63,0,53,1,0.9974
CLI001339,2025-06-01,65,2990.62,2601.81,38,488.83,1,51,1,0.9492
CLI001339,2025-07-01,69,2651.49,2380.86,31,461.18,1,51,0,0.9401
CLI001339,2025-08-01,63,3094.68,1745.35,39,333.42,0,50,1,0.9927
CLI001339,2025-09-01,57,2233.29,2536.78,30,421.26,0,31,0,0.9456
CLI001339,2025-10-01,68,2800.32,2209.91,27,343.65,1,13,0,0.9261
CLI001339,2025-11-01,72,2968.55,2244.43,41,335.17,1,45,0,0.9477
CLI001339,2025-12-01,76,2784.66,2753.64,28,502.06,1,58,0,0.9054
CLI001340,2025-01-01,49,6160.56,7183.24,28,626.03,0,49,0,0.9587
CLI001340,2025-02-01,41,7409.92,5949.52,19,582.77,0,54,0,0.9385
CLI001340,2025-03-01,51,7937.3,5492.26,27,629.25,0,47,0,0.9719
CLI001340,2025-04-01,55,8628.45,5921.26,22,648.07,0,66,0,0.9451
CLI001340,2025-05-01,49,8425.88,5723.71,26,444.85,0,52,1,0.934
CLI001340,2025-06-01,52,7336.96,8061.98,26,761.63,0,23,0,0.9818
CLI001340,2025-07-01,51,8528.55,5280.11,24,502.02,0,45,0,0.9685
CLI001340,2025-08-01,50,9661.88,5748.8,29,598.55,0,50,0,0.9711
CLI001340,2025-09-01,45,8954.93,6712.93,23,543.37,0,38,0,0.944
CLI001340,2025-10-01,51,9254.22,6364.47,24,604.42,0,53,0,0.9559
CLI001340,2025-11-01,48,8830.78,6869.27,25,777.36,0,64,0,0.9841
CLI001340,2025-12-01,51,8342.12,6305.28,30,497.81,0,44,0,0.9648
CLI001341,2025-01-01,40,17697.52,14687.39,20,1172.28,2,25,1,0.7769
CLI001341,2025-02-01,31,20471.03,14863.88,13,1633.6,1,15,0,0.8666
CLI001341,2025-03-01,32,21253.29,11672.5,13,1295.68,0,18,0,0.8704
CLI001341,2025-04-01,34,18286.34,11427.69,18,986.51,1,31,1,0.8434
CLI001341,2025-05-01,42,19033.38,14041.51,20,1581.4,1,23,1,0.892
CLI001341,2025-06-01,33,17621.72,11119.32,13,831.05,1,9,2,0.8095
CLI001341,2025-07-01,40,13111.22,12527.03,19,1331.52,1,37,1,0.8361
CLI001341,2025-08-01,39,21917.98,11033.15,13,981.06,2,22,1,0.71
CLI001341,2025-09-01,35,17885.87,11851.04,13,1296.31,1,19,1,0.8365
CLI001341,2025-10-01,29,23286.39,12798.56,14,1271.47,0,16,0,0.9515
CLI001341,2025-11-01,42,21036.76,9624.89,18,1032.32,1,23,2,0.8399
CLI001341,2025-12-01,43,21149.03,16004.05,19,1616.6,1,23,0,0.8528
CLI001342,2025-01-01,72,4769.39,4040.33,36,308.53,1,50,0,0.9383
CLI001342,2025-02-01,72,5295.49,3948.83,42,402.95,0,44,1,0.966
CLI001342,2025-03-01,67,5084.04,3006.5,29,249.0,0,42,0,0.9467
CLI001342,2025-04-01,85,4658.22,3747.09,51,387.37,1,57,0,0.9544
CLI001342,2025-05-01,73,6020.15,2964.11,28,299.75,1,43,0,0.9262
CLI001342,2025-06-01,80,4714.6,3281.63,48,280.8,0,61,0,0.9394
CLI001342,2025-07-01,69,5229.05,3194.14,36,306.76,0,36,0,1.0
CLI001342,2025-08-01,74,5020.16,4896.48,47,337.3,0,45,1,1.0
CLI001342,2025-09-01,76,6127.68,3389.37,32,322.47,1,42,0,0.928
CLI001342,2025-10-01,69,4958.49,4002.6,41,323.51,1,34,0,0.936
CLI001342,2025-11-01,80,5332.91,3998.78,47,380.05,1,30,1,0.9093
CLI001342,2025-12-01,94,5613.23,4098.94,47,340.52,1,33,0,0.9479
CLI001343,2025-01-01,45,1737.44,2237.83,20,973.64,1,20,2,0.8172
CLI001343,2025-02-01,43,2074.34,2206.23,20,1471.52,1,32,1,0.8605
CLI001343,2025-03-01,44,2574.26,1948.58,15,1105.98,2,29,1,0.6705
CLI001343,2025-04-01,40,2668.64,2241.14,13,1150.8,1,40,1,0.8275
CLI001343,2025-05-01,46,1738.28,1740.02,14,838.62,3,30,0,0.6055
CLI001343,2025-06-01,49,2163.46,2089.61,18,899.34,2,13,1,0.642
CLI001343,2025-07-01,45,2224.25,1891.36,13,943.46,2,26,2,0.6398
CLI001343,2025-08-01,40,2560.08,2044.13,16,1206.15,2,37,1,0.7749
CLI001343,2025-09-01,49,1692.58,1931.45,17,861.85,1,16,1,0.8138
CLI001343,2025-10-01,49,2223.65,2216.82,19,1170.48,1,31,0,0.7304
CLI001343,2025-11-01,41,2943.15,2288.33,18,1187.0,1,25,0,0.6998
CLI001343,2025-12-01,49,2743.87,2411.87,31,1078.5,0,34,1,0.9954
CLI001344,2025-01-01,53,4692.65,3979.93,22,2167.18,1,20,1,0.8224
CLI001344,2025-02-01,48,5151.97,4206.75,16,2921.39,3,26,2,0.6795
CLI001344,2025-03-01,55,3415.44,4647.88,15,2880.37,3,37,1,0.5083
CLI001344,2025-04-01,56,2973.54,3345.62,17,1927.55,2,35,0,0.6558
CLI001344,2025-05-01,52,4463.72,3941.42,20,2034.28,1,28,2,0.7259
CLI001344,2025-06-01,49,3841.85,3981.67,18,2078.72,2,59,1,0.7958
CLI001344,2025-07-01,55,3997.94,3796.88,24,1987.36,1,21,1,0.8911
CLI001344,2025-08-01,39,3507.35,4340.71,12,2522.57,1,38,1,0.7826
CLI001344,2025-09-01,44,4001.02,5147.42,15,2689.77,3,33,2,0.6465
CLI001344,2025-10-01,42,4567.73,4911.86,20,2267.96,1,20,1,0.8656
CLI001344,2025-11-01,54,3498.53,4287.21,26,2274.31,2,29,2,0.7857
CLI001344,2025-12-01,63,4263.41,4473.58,30,2240.14,3,25,2,0.7438
CLI001345,2025-01-01,84,4203.44,3548.84,35,651.44,1,42,0,0.8911
CLI001345,2025-02-01,80,3035.71,1541.32,30,336.44,1,51,0,0.9081
CLI001345,2025-03-01,72,4029.36,2685.72,41,729.88,1,37,0,0.947
CLI001345,2025-04-01,75,3128.59,2263.23,30,510.84,0,64,0,0.9844
CLI001345,2025-05-01,85,3218.45,2804.31,46,671.28,2,56,0,0.8696
CLI001345,2025-06-01,80,3821.34,2872.08,35,767.04,0,57,0,0.9505
CLI001345,2025-07-01,70,3972.94,2713.81,37,697.12,1,57,0,0.9332
CLI001345,2025-08-01,80,3738.5,3349.59,48,604.56,1,47,1,0.9357
CLI001345,2025-09-01,73,3712.56,2619.81,37,624.37,1,57,0,0.9166
CLI001345,2025-10-01,84,3541.07,2291.72,51,542.72,1,36,0,0.9351
CLI001345,2025-11-01,82,4394.41,2137.41,47,523.85,1,37,1,0.8935
CLI001345,2025-12-01,88,3814.74,2765.73,39,583.98,0,22,0,0.9576
CLI001346,2025-01-01,33,4665.15,3505.36,13,274.55,1,10,4,0.7939
CLI001346,2025-02-01,39,5413.26,2749.68,11,250.69,4,0,5,0.4742
CLI001346,2025-03-01,32,5168.4,2311.62,9,194.62,1,7,2,0.5695
CLI001346,2025-04-01,32,4497.04,3035.79,8,312.96,2,0,2,0.5249
CLI001346,2025-05-01,30,4953.62,3361.26,7,304.37,2,2,4,0.5426
CLI001346,2025-06-01,30,4788.71,3230.84,8,219.94,3,16,4,0.3945
CLI001346,2025-07-01,32,4907.22,3314.5,6,307.33,2,2,3,0.4298
CLI001346,2025-08-01,26,3677.06,4470.28,8,346.37,1,7,4,0.5497
CLI001346,2025-09-01,32,4849.2,3678.3,4,253.79,4,7,5,0.2714
CLI001346,2025-10-01,27,4347.35,4328.12,8,286.13,2,14,6,0.539
CLI001346,2025-11-01,36,6166.38,3324.15,4,307.72,3,6,3,0.2389
CLI001346,2025-12-01,35,5663.21,2428.59,8,156.47,2,10,3,0.4772
CLI001347,2025-01-01,38,3318.15,3299.5,13,1048.91,1,6,0,0.6885
CLI001347,2025-02-01,30,4056.54,3531.85,9,1399.59,1,32,1,0.6979
CLI001347,2025-03-01,29,3146.12,2783.51,16,1099.94,0,23,1,0.8884
CLI001347,2025-04-01,31,3681.52,2505.48,16,1195.38,1,17,0,0.8463
CLI001347,2025-05-01,32,4074.85,3769.44,12,1666.02,1,34,2,0.8677
CLI001347,2025-06-01,32,3297.69,3098.84,18,1029.47,0,41,2,0.9129
CLI001347,2025-07-01,29,4423.41,3643.83,9,1706.12,1,22,0,0.7031
CLI001347,2025-08-01,31,2438.05,3141.56,12,1284.7,1,39,2,0.7794
CLI001347,2025-09-01,37,4373.7,2878.34,19,1174.69,0,39,1,0.8698
CLI001347,2025-10-01,33,3624.58,2983.78,18,1292.39,0,24,0,0.8925
CLI001347,2025-11-01,35,3493.05,3102.39,17,1213.44,1,14,3,0.734
CLI001347,2025-12-01,46,3227.7,4324.78,26,1352.27,1,35,1,0.8563
CLI001348,2025-01-01,49,5987.7,5680.76,23,548.1,1,59,0,0.9031
CLI001348,2025-02-01,62,8101.05,7324.27,29,848.16,0,45,0,1.0
CLI001348,2025-03-01,52,6839.59,5845.64,22,712.96,0,44,0,0.998
CLI001348,2025-04-01,60,7355.27,4283.16,26,653.32,1,55,0,0.9342
CLI001348,2025-05-01,64,6828.65,5956.25,31,611.71,0,25,0,0.9882
CLI001348,2025-06-01,72,7980.67,6120.26,38,743.47,1,44,0,0.9531
CLI001348,2025-07-01,52,8333.28,6113.46,22,743.13,0,41,0,0.957
CLI001348,2025-08-01,51,7308.11,5164.87,27,665.03,0,46,0,0.9556
CLI001348,2025-09-01,65,8368.97,7480.78,34,1049.48,0,48,0,0.9764
CLI001348,2025-10-01,65,8945.19,5307.42,34,679.21,0,40,0,0.9663
CLI001348,2025-11-01,69,7077.27,5320.04,39,514.02,0,22,0,0.9263
CLI001348,2025-12-01,62,8639.5,7466.86,29,1073.91,0,45,0,0.9654
CLI001349,2025-01-01,29,4632.31,4732.01,15,1739.85,1,30,2,0.8598
CLI001349,2025-02-01,37,5024.31,4280.85,17,1753.95,1,37,0,0.8687
CLI001349,2025-03-01,48,4627.23,3380.3,15,1177.88,2,35,1,0.6373
CLI001349,2025-04-01,41,4663.27,4705.02,15,1317.68,0,22,0,0.9395
CLI001349,2025-05-01,50,5038.39,5099.58,20,1467.59,2,42,0,0.6809
CLI001349,2025-06-01,47,4314.16,3666.7,21,1284.17,1,8,1,0.8548
CLI001349,2025-07-01,44,4972.54,4257.02,17,1311.43,1,9,3,0.7897
CLI001349,2025-08-01,48,5338.46,5060.59,24,1479.78,1,29,1,0.8572
CLI001349,2025-09-01,47,4662.44,4741.29,14,1530.59,2,17,1,0.6412
CLI001349,2025-10-01,50,4538.79,4111.2,18,1292.55,1,50,1,0.8761
CLI001349,2025-11-01,39,4599.94,3577.32,17,1453.23,1,40,1,0.817
CLI001349,2025-12-01,43,3794.1,5385.26,16,2311.78,1,26,1,0.6995
CLI001350,2025-01-01,37,13371.27,11010.09,16,848.07,1,17,0,0.8409
CLI001350,2025-02-01,39,15186.71,11412.89,21,1224.13,0,25,0,0.882
CLI001350,2025-03-01,39,18298.2,8821.92,15,751.64,1,33,1,0.8433
CLI001350,2025-04-01,47,21582.68,10700.33,18,824.68,1,10,0,0.8526
CLI001350,2025-05-01,46,17377.02,10950.39,20,820.26,1,19,2,0.7653
CLI001350,2025-06-01,40,16611.16,12489.09,16,1088.24,1,10,3,0.827
CLI001350,2025-07-01,34,15283.88,9420.42,17,861.24,1,2,0,0.7736
CLI001350,2025-08-01,45,15944.62,10527.18,23,1104.71,2,8,1,0.7936
CLI001350,2025-09-01,39,14609.53,10258.07,13,1174.41,2,18,1,0.7045
CLI001350,2025-10-01,41,14047.87,13082.83,17,1055.93,1,40,1,0.8532
CLI001350,2025-11-01,43,15299.21,13759.75,24,1407.35,0,41,1,0.9568
CLI001350,2025-12-01,43,18309.92,11017.69,17,1107.2,2,15,1,0.7094
CLI001351,2025-01-01,27,5512.75,3445.43,6,572.33,2,5,4,0.3868
CLI001351,2025-02-01,34,4700.21,2544.39,5,460.17,3,12,2,0.2526
CLI001351,2025-03-01,26,5475.23,2641.85,2,353.9,2,0,3,0.1689
CLI001351,2025-04-01,31,5461.39,3321.66,8,460.66,2,14,2,0.5115
CLI001351,2025-05-01,31,5067.28,2173.55,7,353.31,3,19,3,0.3931
CLI001351,2025-06-01,24,5701.0,3429.08,3,538.06,2,15,3,0.2184
CLI001351,2025-07-01,28,4442.29,4544.14,4,754.41,2,5,5,0.2921
CLI001351,2025-08-01,33,3573.8,4247.14,9,666.83,2,8,3,0.4793
CLI001351,2025-09-01,32,5144.13,3821.06,4,737.5,2,6,3,0.3009
CLI001351,2025-10-01,26,5866.58,4165.55,2,670.09,4,6,4,0.0976
CLI001351,2025-11-01,35,4763.09,5059.41,10,1050.6,2,7,3,0.4607
CLI001351,2025-12-01,36,5596.86,4439.56,8,677.37,2,8,3,0.3579
CLI001352,2025-01-01,52,4241.81,2458.94,31,623.78,0,35,1,0.9917
CLI001352,2025-02-01,53,5055.87,3998.04,28,806.9,0,45,0,0.9948
CLI001352,2025-03-01,46,4423.83,3953.73,29,846.73,0,38,0,0.9855
CLI001352,2025-04-01,58,5102.37,4486.62,35,1090.98,0,28,0,1.0
CLI001352,2025-05-01,57,6119.16,3574.97,33,1009.3,1,32,1,0.9418
CLI001352,2025-06-01,41,5218.56,3277.55,21,665.6,0,28,0,0.9276
CLI001352,2025-07-01,60,5232.16,4519.72,25,1104.7,0,20,0,1.0
CLI001352,2025-08-01,49,4464.85,4051.94,23,1160.63,0,40,0,0.9265
CLI001352,2025-09-01,58,5334.57,4401.2,25,993.77,0,52,1,0.9315
CLI001352,2025-10-01,50,6463.18,4518.24,20,999.28,0,48,1,0.9643
CLI001352,2025-11-01,55,5295.27,3829.74,29,712.84,1,39,1,0.9173
CLI001352,2025-12-01,56,5361.78,5007.54,29,1184.88,1,27,0,0.9372
CLI001353,2025-01-01,38,9492.22,9426.96,22,1985.11,0,42,0,0.9305
CLI001353,2025-02-01,40,10645.81,9722.73,22,1998.15,0,72,0,0.9436
CLI001353,2025-03-01,37,11025.8,8219.79,17,1746.71,0,46,0,0.9687
CLI001353,2025-04-01,32,10397.89,8856.89,15,2009.3,0,71,0,0.9293
CLI001353,2025-05-01,36,9524.81,9220.96,21,2176.41,0,47,1,0.9569
CLI001353,2025-06-01,25,9486.39,8241.39,14,1724.63,0,47,1,0.9777
CLI001353,2025-07-01,39,11539.57,8125.64,22,2388.34,0,46,0,0.98
CLI001353,2025-08-01,38,10856.19,9384.04,23,2605.48,0,44,0,0.9496
CLI001353,2025-09-01,44,9973.99,7913.37,27,1888.13,0,49,1,0.959
CLI001353,2025-10-01,39,11213.66,9104.53,23,1867.86,1,42,0,0.9271
CLI001353,2025-11-01,37,10939.85,8297.36,16,2066.48,0,34,0,0.985
CLI001353,2025-12-01,39,11425.52,8782.23,20,2095.85,0,72,0,0.9655
CLI001354,2025-01-01,52,14883.27,15807.67,28,2009.52,1,70,0,0.9123
CLI001354,2025-02-01,62,22063.71,13203.52,29,1856.59,1,69,0,0.9052
CLI001354,2025-03-01,78,16471.28,12357.21,39,1841.24,0,46,0,0.9352
CLI001354,2025-04-01,70,13914.59,14207.75,28,2335.3,0,61,0,0.9883
CLI001354,2025-05-01,66,18262.07,14114.17,33,1971.5,0,51,0,0.9405
CLI001354,2025-06-01,72,16464.66,10236.91,37,1322.34,0,52,0,0.9793
CLI001354,2025-07-01,74,17281.4,10888.82,33,1301.25,0,61,0,0.9802
CLI001354,2025-08-01,74,16287.87,15531.86,32,2536.07,1,71,0,0.92
CLI001354,2025-09-01,69,20272.68,13197.48,40,1834.11,0,71,1,0.9777
CLI001354,2025-10-01,60,16049.35,12268.06,32,1888.68,0,44,0,0.9507
CLI001354,2025-11-01,59,18738.45,19794.06,30,3492.16,0,45,1,0.9783
CLI001354,2025-12-01,78,17949.9,16271.05,37,2632.31,1,73,0,0.9263
CLI001355,2025-01-01,46,7221.92,6125.46,24,1364.0,1,41,0,0.9367
CLI001355,2025-02-01,42,7073.81,5120.29,18,947.01,1,29,1,0.9192
CLI001355,2025-03-01,48,6467.85,5477.78,27,1051.08,1,39,0,0.913
CLI001355,2025-04-01,39,6966.79,5361.78,21,1177.24,0,53,0,0.9428
CLI001355,2025-05-01,49,6389.25,5615.58,20,1065.24,1,49,0,0.8475
CLI001355,2025-06-01,42,6766.28,5636.29,23,936.01,0,47,0,0.9342
CLI001355,2025-07-01,38,6331.65,4832.44,15,711.13,0,38,1,0.9636
CLI001355,2025-08-01,46,6028.44,4505.09,19,694.32,0,25,0,0.9297
CLI001355,2025-09-01,46,7773.71,5432.48,20,1072.35,0,49,0,0.9694
CLI001355,2025-10-01,45,7673.29,5262.15,17,1077.98,1,40,0,0.8742
CLI001355,2025-11-01,47,7165.81,6006.05,18,1306.02,0,44,0,0.9536
CLI001355,2025-12-01,49,7003.05,6147.7,29,907.22,0,50,0,0.9501
CLI001356,2025-01-01,52,33135.8,16588.25,22,1954.87,2,13,2,0.6734
CLI001356,2025-02-01,46,24657.73,19181.03,21,2294.07,2,19,1,0.7991
CLI001356,2025-03-01,47,27198.65,16972.19,21,2014.61,1,31,1,0.8084
CLI001356,2025-04-01,47,29409.14,15710.81,23,2366.33,1,11,1,0.9139
CLI001356,2025-05-01,50,34972.49,19598.07,24,2467.77,1,29,0,0.7551
CLI001356,2025-06-01,45,26052.1,15115.16,17,1639.15,1,29,1,0.7875
CLI001356,2025-07-01,55,23808.21,21081.49,20,2291.22,2,23,0,0.7946
CLI001356,2025-08-01,51,27764.58,20606.24,20,2547.92,1,34,0,0.8348
CLI001356,2025-09-01,57,23578.16,16835.43,27,2254.69,2,14,0,0.7535
CLI001356,2025-10-01,50,25644.91,24680.27,19,3263.8,1,29,0,0.8657
CLI001356,2025-11-01,40,32529.34,23196.87,18,2882.28,2,39,0,0.7519
CLI001356,2025-12-01,50,26385.09,23756.63,25,3411.55,2,22,1,0.8305
CLI001357,2025-01-01,47,5952.5,4661.15,26,1978.58,1,34,1,0.8895
CLI001357,2025-02-01,56,4367.56,5392.2,28,2136.2,1,13,1,0.819
CLI001357,2025-03-01,59,5237.94,3996.6,30,1694.57,1,36,1,0.9268
CLI001357,2025-04-01,70,5407.49,4191.67,26,1557.53,2,37,0,0.7893
CLI001357,2025-05-01,57,4745.28,4752.85,25,2248.47,3,32,1,0.6975
CLI001357,2025-06-01,66,4245.75,4836.18,36,2301.3,1,7,0,0.8493
CLI001357,2025-07-01,51,4846.38,4196.66,22,2059.32,2,25,2,0.8112
CLI001357,2025-08-01,67,4409.43,5341.01,31,1797.38,3,32,1,0.7386
CLI001357,2025-09-01,57,3774.14,4056.26,19,1350.86,4,43,1,0.6283
CLI001357,2025-10-01,54,4146.86,4115.76,17,1664.06,3,13,2,0.7212
CLI001357,2025-11-01,66,5083.89,5109.93,21,2393.11,2,40,1,0.6428
CLI001357,2025-12-01,69,5244.34,5224.99,29,1583.52,0,22,1,0.9643
CLI001358,2025-01-01,45,7948.49,6456.57,24,2612.28,1,28,1,0.9148
CLI001358,2025-02-01,43,6680.42,8722.23,22,4264.2,1,7,2,0.8187
CLI001358,2025-03-01,41,7061.45,6926.21,14,3678.22,1,28,1,0.7525
CLI001358,2025-04-01,37,6816.78,6089.66,18,3162.16,1,25,0,0.8556
CLI001358,2025-05-01,41,8038.25,7214.23,16,4121.56,1,16,2,0.6375
CLI001358,2025-06-01,35,6351.42,7165.36,17,3590.91,1,25,2,0.8017
CLI001358,2025-07-01,40,5168.61,6070.76,12,3212.01,1,17,1,0.6496
CLI001358,2025-08-01,47,6419.64,7608.21,14,2710.43,1,19,0,0.7367
CLI001358,2025-09-01,39,7176.71,5827.28,13,3233.81,2,44,1,0.7931
CLI001358,2025-10-01,43,7449.78,5752.87,19,3094.6,1,46,1,0.809
CLI001358,2025-11-01,44,5805.82,7958.95,13,4280.96,2,30,0,0.686
CLI001358,2025-12-01,37,7799.46,6276.49,16,3104.62,1,36,2,0.7789
CLI001359,2025-01-01,29,5648.59,3892.93,7,1252.99,3,14,5,0.3992
CLI001359,2025-02-01,32,6615.88,3844.51,5,1416.96,3,10,4,0.3236
CLI001359,2025-03-01,27,5218.4,3706.49,5,1604.04,2,0,2,0.3845
CLI001359,2025-04-01,32,6370.42,3488.95,4,1400.69,4,10,4,0.2597
CLI001359,2025-05-01,31,4753.87,3986.12,5,1200.25,2,5,3,0.3574
CLI001359,2025-06-01,35,4343.86,4138.65,5,1397.2,2,2,2,0.3108
CLI001359,2025-07-01,33,4460.06,3771.49,4,1394.86,5,7,3,0.2013
CLI001359,2025-08-01,29,4801.28,4203.51,7,1472.1,2,4,7,0.4406
CLI001359,2025-09-01,27,5042.78,4246.12,8,1707.23,1,4,3,0.5725
CLI001359,2025-10-01,27,5272.31,3604.24,6,1084.83,3,0,2,0.4543
CLI001359,2025-11-01,28,6196.84,3330.65,5,1217.51,2,1,2,0.3883
CLI001359,2025-12-01,35,4657.76,4860.75,5,1499.2,3,7,3,0.3212
CLI001360,2025-01-01,60,11096.98,7622.92,26,1706.13,0,45,0,0.9641
CLI001360,2025-02-01,63,9338.21,7855.12,31,1851.48,1,57,0,0.9264
CLI001360,2025-03-01,68,11081.68,7996.44,37,2439.6,0,70,1,0.9668
CLI001360,2025-04-01,57,8435.74,6100.94,27,1215.07,1,56,1,0.9285
CLI001360,2025-05-01,62,9856.88,8500.94,35,1709.06,0,71,0,0.9649
