customer_id,synthetic_archetype,age,region,occupation,monthly_income,tenure_months,checking_balance,savings_balance,investment_balance,credit_card_limit,credit_utilization,loan_balance,delinquency_events_12m,has_credit_card,has_savings,has_investments,has_personal_loan,has_insurance,has_mortgage,avg_monthly_transactions,total_transactions_12m,avg_monthly_inflow,avg_monthly_outflow,total_inflow_12m,total_outflow_12m,outflow_std,avg_card_spend,avg_pix_count,avg_cash_withdrawals,avg_app_logins,avg_branch_visits,digital_transaction_share,product_count,asset_total,credit_exposure,savings_rate,avg_ticket,movement_volatility,relationship_value,cluster_id,segment,segment_description
CLI001167,Jovem em Ascensão,23,Sudeste,Autônomo,3108.65,1,4859.87,14697.71,0.0,9506.75,0.496,3882.9,0,1,1,0,1,0,0,84.5,1014,3316.0775,2495.0575,39792.93,29940.69,504.2452673077584,578.6541666666667,42.833333333333336,0.6666666666666666,43.5,0.25,0.9403833333333332,3,19557.579999999998,8598.248,0.24758769962402874,29.52730769230769,0.2020976539850318,21707.142,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001168,Crédito Intensivo,45,Centro-Oeste,Assalariado,6952.14,50,0.0,0.0,4064.34,8585.21,0.5533,38514.34,0,1,0,1,0,0,0,73.66666666666667,884,6827.745833333333,7049.463333333333,81932.95,84593.56,1015.2822584101549,2012.4391666666668,32.083333333333336,2.5833333333333335,27.0,1.5833333333333333,0.8002416666666666,2,4064.34,43264.536692999995,-0.03247301604543716,95.69407239819004,0.1440226312844838,14880.474173249999,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001169,Jovem em Ascensão,19,Sudeste,Estudante,5399.41,1,3728.88,8076.64,5435.7,6493.22,0.6772,8882.39,1,1,1,1,0,1,0,69.0,828,6268.714166666668,4629.7283333333335,75224.57,55556.74,367.40381231835437,1506.2991666666667,33.666666666666664,0.6666666666666666,40.416666666666664,0.6666666666666666,0.9363083333333333,4,17241.22,13279.598584,0.26145486773802773,67.09751207729468,0.07935753155819172,20561.119646,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001170,Alta Renda Investidor,65,Sudeste,Assalariado,24421.92,169,18077.16,50614.71,246630.5,13007.69,0.01,42798.64,0,1,1,1,0,1,1,31.916666666666668,383,27498.492499999997,16743.4225,329981.91,200921.07,2878.7721479134584,84.1225,14.333333333333334,0.8333333333333334,23.5,1.0,0.8219333333333334,5,315322.37,42928.7169,0.3911148947528668,524.5980939947781,0.1719345102778992,326054.54922499997,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI001171,Crédito Intensivo,24,Sudeste,Assalariado,3784.79,73,3167.95,526.38,4319.71,12534.34,0.8102,75687.2,0,1,1,0,1,0,0,51.5,618,3719.2725000000005,3917.0475,44631.270000000004,47004.57,398.42026290486496,1628.4458333333332,20.083333333333332,1.5833333333333333,28.916666666666668,1.25,0.7696333333333333,3,8014.04,85842.522268,-0.05317572186496139,76.05917475728155,0.10171443233835305,29474.670567,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001172,Tradicional Essencial,53,Centro-Oeste,Servidor público,3013.07,105,6789.13,3095.59,0.0,3131.61,0.4868,21755.17,0,1,1,0,0,0,0,21.25,255,2580.3083333333334,1937.49,30963.7,23249.88,284.779221886327,552.7766666666666,4.083333333333333,1.8333333333333333,3.5,3.5,0.3429166666666667,2,9884.720000000001,23279.637747999997,0.24912462011968853,91.176,0.14698358282433818,15704.629437,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001173,Digital Multirrelacionado,40,Norte,Servidor público,4041.55,33,9804.43,13938.12,22878.03,19679.51,0.198,28522.37,0,1,1,1,1,0,0,80.25,963,4002.334166666667,3176.7166666666667,48028.01,38120.6,351.7553743812036,331.02833333333336,40.5,0.3333333333333333,53.5,0.25,0.9645083333333333,4,46620.58,32418.912979999997,0.20628399969101371,39.58525441329179,0.11072922494856961,54725.308245,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001174,Tradicional Essencial,72,Centro-Oeste,Aposentado,4607.82,97,7468.62,17358.94,4058.5,5994.45,0.4184,11020.2,0,0,1,0,0,1,0,26.166666666666668,314,4773.34,3608.066666666667,57280.08,43296.8,439.76709396376316,735.2925,4.916666666666667,2.5833333333333335,6.583333333333333,3.1666666666666665,0.34031666666666666,2,28886.059999999998,13528.277880000001,0.2441211674285371,137.88789808917198,0.12188441472730449,32268.12947,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001175,Crédito Intensivo,25,Centro-Oeste,Autônomo,6634.24,121,352.99,2206.96,3669.15,9302.05,0.8969,44127.75,0,1,0,0,1,1,1,68.0,816,8506.355,7413.468333333333,102076.26,88961.62,979.9417532211089,3007.09,27.75,1.75,30.916666666666668,1.3333333333333333,0.7844916666666667,4,6229.1,52470.758645,0.12847884513010174,109.0215931372549,0.13218398044744809,19346.78966125,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001176,Tradicional Essencial,69,Sudeste,Aposentado,3604.44,216,2190.99,13521.66,10189.73,1502.69,0.3109,20791.79,0,1,0,0,0,1,0,28.25,339,4467.7699999999995,3474.8925,53613.24,41698.71,515.3073914245925,434.395,4.583333333333333,2.75,4.5,3.5833333333333335,0.31144166666666667,2,25902.379999999997,21258.976321000002,0.22223111306087823,123.00504424778761,0.14829448434004577,31217.124080249996,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001177,Crédito Intensivo,54,Nordeste,Servidor público,6114.75,60,4786.88,1515.08,2754.94,12063.42,0.6636,39569.18,0,0,0,1,0,0,1,77.41666666666667,929,5676.865833333333,5543.5075,68122.39,66522.09,772.3837263730439,1947.7658333333331,31.583333333333332,2.5,28.583333333333332,1.0,0.788875,2,9056.9,47574.465512,0.02349154220807583,71.60612486544672,0.1393312314221716,20950.516378,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001178,Digital Multirrelacionado,28,Nordeste,Autônomo,10037.86,73,55.87,12629.19,27298.16,19130.08,0.2457,3927.65,1,1,1,0,0,1,0,115.25,1383,11515.945833333333,8883.635,138191.35,106603.62,1428.1714667332171,1013.0458333333332,59.083333333333336,0.4166666666666667,52.916666666666664,0.25,0.9729416666666667,3,39983.22,8627.910656,0.2285796469894824,77.08143167028199,0.16076431176350864,42140.197664,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001179,Digital Multirrelacionado,30,Sudeste,Servidor público,5759.03,12,11112.16,5243.83,0.0,13087.86,0.4139,14471.77,0,1,1,0,0,1,0,98.91666666666667,1187,5972.348333333334,5093.1075,71668.18000000001,61117.29,1130.6128903477327,1021.9116666666667,49.75,0.5,56.583333333333336,0.25,0.9691333333333333,3,16355.99,19888.835254,0.14721861222093272,51.48887110362258,0.2219888133811691,21328.1988135,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001180,Digital Multirrelacionado,37,Nordeste,Assalariado,9244.35,45,4151.13,0.0,0.0,12316.65,0.3978,0.0,0,1,1,1,0,0,0,46.75,561,11300.387499999999,7914.740000000001,135604.65,94976.88,1589.3999525549946,1328.4975,24.25,0.0,54.0,0.08333333333333333,0.9699249999999999,3,4151.13,4899.56337,0.29960454895905114,169.2992513368984,0.20081518187015548,5376.0208425,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001181,Tradicional Essencial,47,Nordeste,Assalariado,5086.29,200,3204.08,0.0,1668.19,4321.65,0.4995,7025.5,0,1,1,0,0,0,0,23.083333333333332,277,4344.5633333333335,3266.2325,52134.76,39194.79,430.7417881478626,921.3733333333333,4.833333333333333,2.1666666666666665,5.0,3.4166666666666665,0.37670833333333337,2,4872.27,9184.164175,0.24820235098425697,141.4974368231047,0.1318772586298932,7168.31104375,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001182,Alta Renda Investidor,41,Sudeste,Empresário,22791.61,124,25373.54,26204.71,310262.81,18726.37,0.2568,36772.72,0,1,1,1,1,1,0,16.25,195,27373.289999999997,17281.234166666665,328479.48,207374.81,3378.000241171363,2005.1483333333333,6.833333333333333,0.5,23.333333333333332,0.75,0.7732166666666668,5,361841.06,41581.651816,0.36868260385702023,1063.4605641025641,0.1954721641170225,372236.472954,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI001183,Alta Renda Investidor,38,Sudeste,Empresário,16546.04,123,18258.17,37906.75,236044.19,29217.87,0.1944,4806.87,1,1,1,1,0,1,0,75.75,909,16390.9075,10124.668333333333,196690.89,121496.02,1375.1093853471064,1167.1508333333334,33.25,1.3333333333333333,21.75,0.9166666666666666,0.8488166666666667,4,292209.11,10486.823928,0.3822997089494079,133.6589878987899,0.13581772163536943,294830.815982,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI001184,Digital Multirrelacionado,36,Nordeste,Assalariado,12770.35,84,10834.75,9732.34,24453.33,5454.18,0.6959,10378.42,0,1,1,1,1,0,0,49.75,597,14821.434166666666,11780.7025,177857.21,141368.43,1464.141530994901,3691.98,23.666666666666668,0.25,56.916666666666664,0.3333333333333333,0.9617083333333333,4,45020.42,14173.983862000001,0.20515772174768737,236.79804020100502,0.12428304093027567,48563.9159655,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001185,Digital Multirrelacionado,32,Norte,Aposentado,7593.19,42,7765.02,19054.43,0.0,16400.35,0.431,47087.21,0,1,1,1,1,0,0,72.08333333333333,865,7252.265833333334,5900.769166666666,87027.19,70809.23,1124.608827204604,1392.1766666666665,36.833333333333336,0.3333333333333333,52.083333333333336,0.16666666666666666,0.95905,4,26819.45,54155.76085,0.18635509201204825,81.86038150289016,0.19058681935187333,40358.3902125,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001186,Jovem em Ascensão,25,Sul,Assalariado,4157.22,1,2791.06,6185.9,511.27,2212.97,0.493,9160.98,0,1,0,1,1,0,0,69.58333333333333,835,4253.7300000000005,3125.575833333334,51044.76,37506.91,647.8685843378806,778.2841666666667,35.416666666666664,0.5,46.25,0.3333333333333333,0.9409333333333333,3,9488.23,10251.97421,0.2652152738106712,44.91845508982036,0.2072797522391092,12051.2235525,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001187,Crédito Intensivo,31,Centro-Oeste,Aposentado,5734.84,36,1121.98,2860.56,6667.24,6194.02,0.99,37749.02,0,1,1,0,1,0,0,57.166666666666664,686,5588.9608333333335,5301.140833333334,67067.53,63613.69,837.7380137170063,2823.8974999999996,23.083333333333332,1.8333333333333333,25.5,1.1666666666666667,0.7634916666666666,3,10649.779999999999,43881.099799999996,0.051497945429032445,92.73132653061225,0.15802976001870156,21620.054949999998,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001188,Jovem em Ascensão,31,Nordeste,Assalariado,7632.17,52,2340.64,2537.51,11380.2,9960.56,0.5306,12144.49,0,1,1,1,1,0,0,77.91666666666667,935,8454.901666666667,6363.045833333334,101458.82,76356.55,1264.2808006312112,1700.7583333333332,39.75,0.6666666666666666,42.666666666666664,0.25,0.9588666666666666,4,16258.35,17429.563135999997,0.24741338407050273,81.66475935828878,0.19869113530632976,20615.740784,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001189,Alta Renda Investidor,38,Nordeste,Assalariado,14297.86,101,9782.56,18503.7,327082.82,29847.65,0.3035,59072.55,0,1,1,1,1,1,1,59.166666666666664,710,15855.043333333333,10364.085833333333,190260.52,124369.03,1845.472436209312,1627.0575,23.75,1.8333333333333333,22.5,0.8333333333333334,0.7975666666666666,6,355369.08,68131.31177500001,0.3463224530238853,175.16764788732394,0.17806417911687294,372401.90794375003,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI001190,Tradicional Essencial,66,Sul,Aposentado,3918.6,71,3698.44,7488.11,11202.14,7490.32,0.1928,0.0,0,1,1,0,0,1,0,20.0,240,3806.398333333333,2497.2766666666666,45676.78,29967.32,421.87023037752726,279.1375,3.6666666666666665,1.75,9.25,3.5833333333333335,0.36165,3,22388.69,1444.1336959999999,0.34392660778627565,124.86383333333333,0.16893211553553428,22749.723424,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001191,Crédito Intensivo,30,Nordeste,Aposentado,2970.05,58,2609.83,,0.0,11678.13,0.9252,36758.85,0,0,1,0,1,1,1,54.416666666666664,653,2766.9325000000003,2613.028333333333,33203.19,31356.34,508.81290091980185,1337.23,23.333333333333332,1.5,28.083333333333332,1.25,0.7776666666666667,4,2609.83,47563.455876,0.055622667581036705,48.01889739663093,0.19472153991944285,14500.693969,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001192,Crédito Intensivo,26,Nordeste,Aposentado,4012.03,66,1676.41,1958.56,0.0,7178.12,0.7522,42705.56,1,1,1,0,1,0,1,36.166666666666664,434,4000.2341666666666,3744.9075,48002.81,44938.89,357.3180178935337,1528.3833333333332,15.333333333333334,1.0,29.5,1.4166666666666667,0.802775,4,3634.9700000000003,48104.941864,0.06382793007326026,103.54582949308755,0.0954143774962489,15661.205466,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001193,Jovem em Ascensão,27,Sudeste,Assalariado,3002.37,28,4205.78,8953.07,5180.15,9155.4,0.2783,21046.25,0,1,0,0,0,0,0,63.5,762,3232.023333333333,2349.9158333333335,38784.28,28198.99,257.19258081545655,305.2775,30.416666666666668,0.75,43.0,0.0,0.9427500000000001,1,18339.0,23594.19782,0.2729273303513691,37.006548556430445,0.1094475713415792,24237.549455,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001194,Jovem em Ascensão,24,Sudeste,Autônomo,3737.18,23,1365.58,7293.44,117.94,6886.35,0.4357,27539.27,1,1,1,0,0,0,0,67.16666666666667,806,3884.6075,3009.2724999999996,46615.29,36111.27,337.17390999911424,668.2216666666667,31.583333333333332,0.4166666666666667,47.083333333333336,0.4166666666666667,0.936675,2,8776.960000000001,30539.652695,0.22533421973777282,44.80306451612903,0.11204499094020708,16411.873173750002,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001195,Jovem em Ascensão,24,Norte,Assalariado,2026.7,19,5629.65,8060.65,710.98,8347.87,0.4643,4879.94,0,0,0,0,0,1,0,69.33333333333333,832,2363.2541666666666,1824.4591666666665,28359.05,21893.51,213.51944558914755,379.40916666666664,31.833333333333332,0.5833333333333334,45.083333333333336,0.4166666666666667,0.9243583333333333,1,14401.279999999999,8755.856041,0.2279885962329486,26.314314903846153,0.11703163846590935,16590.244010249997,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001196,Digital Multirrelacionado,40,Sudeste,Assalariado,3729.72,84,3184.27,0.0,12681.31,13832.41,0.4431,0.0,0,1,1,0,0,0,0,51.25,615,3716.2975,3025.5308333333337,44595.57,36306.37,431.1633637341132,647.4216666666667,25.666666666666668,0.08333333333333333,46.666666666666664,0.16666666666666666,0.9682416666666667,2,15865.58,6129.140871,0.1858749647106203,59.03474796747968,0.14250833572206084,17397.86521775,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001197,Digital Multirrelacionado,36,Nordeste,Assalariado,10867.69,55,5322.33,1739.85,0.0,11413.85,0.3639,18526.85,0,1,1,0,0,1,0,77.58333333333333,931,10501.900833333333,8422.579166666666,126022.81,101070.95,1546.4841172535282,1618.2966666666664,37.416666666666664,0.5,54.333333333333336,0.0,0.9497083333333333,3,7062.18,22680.350015,0.19799479157781041,108.56170784103115,0.18361170452085726,12732.267503750001,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001198,Tradicional Essencial,40,Sudeste,Assalariado,5368.42,265,2821.48,15422.15,2116.21,4913.34,0.1746,22801.95,0,1,1,1,0,0,0,16.583333333333332,199,5785.404166666667,4554.22,69424.85,54650.64,925.9070694484114,335.6925,2.9166666666666665,1.75,5.916666666666667,3.0,0.3420666666666667,3,20359.84,23659.819164,0.2128086700943539,274.62633165829146,0.20330749710124046,26274.794791,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001199,Digital Multirrelacionado,29,Nordeste,Assalariado,7693.55,85,7329.89,9776.21,22888.71,17182.37,0.7043,26759.14,0,1,1,1,0,1,1,70.91666666666667,851,6936.448333333334,5449.025833333333,83237.38,65388.31,817.2636107875012,2099.8875000000003,37.083333333333336,0.4166666666666667,57.0,0.08333333333333333,0.9557833333333333,5,39994.81,38860.683191000004,0.21443574989986477,76.83702702702702,0.14998343479820803,49709.98079775,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001200,Tradicional Essencial,59,Nordeste,Assalariado,6372.15,175,0.0,1399.57,0.0,7225.68,0.3262,1172.03,0,1,1,0,0,1,0,26.416666666666668,317,7793.56,4940.676666666667,93522.72,59288.12,604.6643092483533,690.2533333333334,4.416666666666667,2.5,6.083333333333333,4.083333333333333,0.3103333333333333,3,1399.57,3529.046816,0.36605650477231627,187.02876971608833,0.12238491810804997,2281.831704,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001201,Crédito Intensivo,30,Sul,Estudante,8379.42,45,5046.61,60.18,0.0,14073.99,0.7296,51572.13,2,1,1,0,1,1,0,47.0,564,8625.139166666666,8217.594166666668,103501.67,98611.13,985.9556251996736,2956.4908333333333,18.583333333333332,1.75,32.083333333333336,1.75,0.7456583333333334,4,5106.79,61840.513104,0.047250831798172854,174.8424290780142,0.11998105591525096,20566.918276,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001202,Crédito Intensivo,55,Sudeste,Assalariado,6191.02,40,3865.08,2823.98,0.0,11299.0,0.8309,83097.95,3,1,1,0,1,0,0,44.666666666666664,536,4945.095833333334,4886.845,59341.15,58642.14,534.1578202860342,2463.5816666666665,16.5,1.8333333333333333,17.25,0.8333333333333334,0.747,3,6689.0599999999995,92486.2891,0.011779515563820418,109.40697761194029,0.1093052511970472,29810.632274999996,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001203,Jovem em Ascensão,21,Centro-Oeste,Assalariado,3526.97,51,4174.63,5519.55,6283.13,6137.15,0.2594,14745.76,0,1,0,0,0,0,0,80.33333333333333,964,3862.943333333333,2423.3475,46355.32,29080.17,493.52150720611974,308.4225,36.916666666666664,0.5,48.166666666666664,0.16666666666666666,0.942775,1,15977.310000000001,16337.736710000001,0.3726681209405954,30.166151452282154,0.20365280142700118,20061.7441775,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001204,Tradicional Essencial,38,Nordeste,Assalariado,4194.36,97,5219.2,24210.81,9975.37,7336.19,0.01,0.0,0,1,1,1,0,1,0,16.416666666666668,197,4045.004166666667,3130.564166666667,48540.05,37566.770000000004,504.5626785365419,14.045833333333334,2.5,1.1666666666666667,6.916666666666667,4.0,0.294325,4,39405.380000000005,73.36189999999999,0.22606651620671997,190.6942639593909,0.16117308308482475,39423.720475,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001205,Alta Renda Investidor,61,Sudeste,Empresário,24045.54,129,18954.68,77063.19,149672.22,25091.25,0.1922,36703.39,0,1,1,1,0,1,0,46.083333333333336,553,23364.772500000003,16943.271666666667,280377.27,203319.26,1696.483008830775,1797.5033333333333,19.0,1.1666666666666667,19.916666666666668,0.8333333333333334,0.7985583333333334,4,245690.09,41525.92825,0.274836865342187,367.665931283906,0.10012723883595336,256071.5720625,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI001206,Alta Renda Investidor,53,Sudeste,Empresário,20096.64,156,32912.48,61028.92,135972.79,43399.78,0.2276,36998.49,0,1,1,1,1,1,1,73.08333333333333,877,24651.030833333334,17173.100833333334,295812.37,206077.21,2875.6407192594274,1599.085,31.833333333333332,1.6666666666666667,24.083333333333332,0.3333333333333333,0.8491416666666667,6,229914.19,46876.279927999996,0.3033516144034139,234.9797149372862,0.16745029026311609,241633.259982,2,Alta Renda Investidor,"Alta renda, patrimônio elevado, investimentos e amplo relacionamento com o banco."
CLI001207,Tradicional Essencial,67,Centro-Oeste,Assalariado,6173.51,78,7348.35,20775.85,4679.08,3435.48,0.269,4671.19,0,0,1,0,0,1,0,28.0,336,7273.371666666667,5360.983333333334,87280.46,64331.8,803.0254309607493,639.92,5.25,2.9166666666666665,6.583333333333333,3.1666666666666665,0.33594999999999997,2,32803.28,5595.3341199999995,0.2629300991310083,191.4636904761905,0.14979069715955393,34202.11353,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001208,Crédito Intensivo,36,Centro-Oeste,Assalariado,5909.18,32,683.11,555.37,1663.37,15274.16,0.8577,22192.51,0,1,1,0,1,0,0,67.75,813,7950.093333333333,7163.4975,95401.12,85961.97,792.669176644502,2379.304166666667,28.666666666666668,1.8333333333333333,29.5,1.0,0.8024333333333334,3,2901.85,35293.157032,0.09894171053757016,105.73428044280443,0.11065393359102896,11725.139258000001,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001209,Digital Multirrelacionado,34,Sudeste,Assalariado,7793.01,23,7295.53,6936.35,0.0,10448.63,0.3379,12287.67,0,1,0,1,0,0,0,86.83333333333333,1042,6647.501666666667,5478.130833333334,79770.02,65737.57,950.2981768654447,1078.7883333333334,43.416666666666664,0.25,55.833333333333336,0.16666666666666666,0.965925,2,14231.880000000001,15818.262077,0.17591132608466184,63.087879078694826,0.17347124517053697,18186.445519250003,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001210,Crédito Intensivo,40,Norte,Servidor público,9014.63,130,0.0,5320.9,1663.6,2960.86,0.6775,45920.99,1,0,0,0,1,0,0,40.416666666666664,485,7365.655833333333,7328.566666666667,88387.87,87942.8,954.1398808192105,3130.0975,16.916666666666668,0.9166666666666666,30.5,0.9166666666666666,0.8258166666666668,1,6984.5,47926.972649999996,0.005035419452918058,181.32536082474226,0.13019461024473322,18966.2431625,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001211,Tradicional Essencial,58,Nordeste,Estudante,4970.62,157,3535.35,11540.85,0.0,8046.61,0.0404,2452.59,0,0,1,0,0,1,0,18.75,225,5322.7375,4021.4108333333334,63872.85,48256.93,657.3992063836006,69.06333333333333,4.0,1.75,6.166666666666667,3.25,0.3970833333333333,2,15076.2,2777.673044,0.24448447188437653,214.47524444444446,0.16347476883844883,15770.618261000001,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
CLI001212,Jovem em Ascensão,28,Nordeste,Assalariado,5586.29,26,599.43,4169.03,0.0,6652.85,0.7236,0.0,0,1,0,0,1,0,0,48.166666666666664,578,6034.551666666666,4201.405,72414.62,50416.86,682.362615083532,1576.779166666667,22.833333333333332,0.4166666666666667,39.25,0.3333333333333333,0.9446833333333333,2,4768.46,4814.00226,0.30377512165361076,87.22640138408305,0.16241295830407496,5971.960565,1,Jovem em Ascensão,"Clientes jovens, digitais, com renda e patrimônio em fase de crescimento."
CLI001213,Crédito Intensivo,34,Sul,Aposentado,6574.11,18,3496.71,4534.4,0.0,5709.65,0.7033,58463.68,2,1,0,0,1,0,0,65.08333333333333,781,6627.044166666667,5893.7075,79524.53,70724.49,777.3689209486178,2224.133333333333,25.583333333333332,1.9166666666666667,28.833333333333332,1.0833333333333333,0.7657583333333333,2,8031.11,62479.276845,0.11065818307885622,90.55632522407171,0.13189811692362027,23650.92921125,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001214,Crédito Intensivo,41,Sudeste,Assalariado,5893.5,117,803.79,4425.44,6059.4,9284.98,0.7366,32556.95,0,1,1,0,1,0,1,52.333333333333336,628,5681.5925,5687.7775,68179.11,68253.33,546.5830383744417,2180.0750000000003,19.5,1.5,26.583333333333332,1.3333333333333333,0.7937249999999999,4,11288.63,39396.266268,-0.001088603239320683,108.68364649681529,0.09609782351268868,21137.696567,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001215,Digital Multirrelacionado,37,Nordeste,Estudante,8508.01,71,5104.63,0.0,4118.67,14938.53,0.2147,0.0,0,1,1,1,0,0,1,84.5,1014,8508.795,6803.0841666666665,102105.54000000001,81637.01,1040.7756467650665,787.5333333333333,42.333333333333336,0.4166666666666667,53.666666666666664,0.0,0.9583166666666667,4,9223.3,3207.302391,0.20046444100878377,80.50987179487178,0.1529858548369275,10025.125597749999,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001216,Crédito Intensivo,48,Sul,Empresário,4705.64,124,470.84,6019.15,1175.19,11317.65,0.7212,12878.05,0,1,0,0,1,0,0,37.75,453,4155.121666666667,4067.200833333333,49861.46,48806.409999999996,446.3795273380212,1534.0275000000001,15.75,1.0833333333333333,31.25,1.4166666666666667,0.7922583333333333,2,7665.18,21040.33918,0.0211596291003112,107.74041942604856,0.10975104147295929,12925.264795,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001217,Digital Multirrelacionado,44,Nordeste,Aposentado,6985.49,64,4412.45,1936.24,43925.44,12084.45,0.3341,33830.07,0,1,1,1,1,0,0,106.41666666666667,1277,7244.275833333333,5863.97,86931.31,70367.64,899.2401405328023,988.3041666666667,55.916666666666664,0.5833333333333334,59.083333333333336,0.08333333333333333,0.961375,4,50274.130000000005,37867.484745,0.19053744847512363,55.10386844166014,0.15335005815732383,59741.00118625,4,Digital Multirrelacionado,"Uso intenso de canais digitais, alto volume transacional e vários produtos."
CLI001218,Crédito Intensivo,43,Nordeste,Assalariado,4880.8,58,3944.6,2453.88,1283.91,10620.82,0.9713,48733.71,0,1,0,0,1,1,0,13.666666666666666,164,4907.5975,4891.1675000000005,58891.17,58694.01,776.9945983563853,2208.2325,5.25,0.5833333333333334,34.333333333333336,1.25,0.711575,3,7682.389999999999,59049.712466,0.0033478703174006598,357.89030487804877,0.15885667345401383,22444.8181165,0,Crédito Intensivo,"Maior exposição a crédito, utilização elevada e maior incidência de atraso."
CLI001219,Tradicional Essencial,53,Sul,Autônomo,3594.99,223,4093.24,21051.57,42.57,2311.52,0.2284,21154.27,0,0,1,1,0,1,0,18.75,225,3125.460833333333,2271.2933333333335,37505.53,27255.52,262.10627765827894,290.585,3.8333333333333335,1.4166666666666667,6.0,4.25,0.3787583333333333,3,25187.379999999997,21682.221168,0.2732932983482702,121.13564444444445,0.11539957160602135,30607.935292,3,Tradicional Essencial,"Relacionamento longo, baixa digitalização, mais visitas à agência e produtos básicos."
